reliability,n_cells,avg_support_frac,min_support_frac,n_clamped_period,n_edge_cohort,sex,seed,dgp,scenario
Caution,178,0.418876404494382,0.36,178,0,M,72,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,72,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,72,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,72,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,72,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,72,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,72,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,72,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,72,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,72,spec_linear,quit
Historical,1375,NA,NA,0,0,M,72,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,72,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,72,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,72,spec_linear,quit
Historical,1375,NA,NA,0,0,F,72,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,72,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,73,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,73,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,73,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,73,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,73,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,73,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,73,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,73,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,73,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,73,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,73,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,73,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,73,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,73,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,73,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,73,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,73,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,73,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,73,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,73,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,73,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,73,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,73,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,73,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,73,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,73,spec_linear,quit
Historical,1375,NA,NA,0,0,M,73,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,73,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,73,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,73,spec_linear,quit
Historical,1375,NA,NA,0,0,F,73,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,73,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,74,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,74,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,74,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,74,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,74,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,74,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,74,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,74,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,74,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,74,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,74,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,74,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,74,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,74,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,74,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,74,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,74,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,74,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,74,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,74,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,74,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,74,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,74,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,74,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,74,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,74,spec_linear,quit
Historical,1375,NA,NA,0,0,M,74,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,74,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,74,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,74,spec_linear,quit
Historical,1375,NA,NA,0,0,F,74,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,74,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,75,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,75,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,75,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,75,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,75,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,75,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,75,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,75,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,75,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,75,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,75,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,75,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,75,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,75,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,75,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,75,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,75,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,75,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,75,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,75,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,75,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,75,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,75,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,75,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,75,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,75,spec_linear,quit
Historical,1375,NA,NA,0,0,M,75,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,75,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,75,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,75,spec_linear,quit
Historical,1375,NA,NA,0,0,F,75,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,75,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,76,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,76,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,76,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,76,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,76,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,76,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,76,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,76,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,76,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,76,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,76,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,76,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,76,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,76,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,76,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,76,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,76,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,76,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,76,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,76,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,76,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,76,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,76,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,76,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,76,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,76,spec_linear,quit
Historical,1375,NA,NA,0,0,M,76,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,76,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,76,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,76,spec_linear,quit
Historical,1375,NA,NA,0,0,F,76,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,76,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,77,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,77,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,77,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,77,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,77,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,77,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,77,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,77,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,77,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,77,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,77,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,77,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,77,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,77,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,77,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,77,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,77,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,77,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,77,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,77,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,77,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,77,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,77,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,77,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,77,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,77,spec_linear,quit
Historical,1375,NA,NA,0,0,M,77,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,77,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,77,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,77,spec_linear,quit
Historical,1375,NA,NA,0,0,F,77,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,77,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,78,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,78,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,78,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,78,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,78,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,78,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,78,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,78,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,78,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,78,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,78,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,78,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,78,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,78,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,78,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,78,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,78,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,78,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,78,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,78,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,78,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,78,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,78,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,78,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,78,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,78,spec_linear,quit
Historical,1375,NA,NA,0,0,M,78,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,78,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,78,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,78,spec_linear,quit
Historical,1375,NA,NA,0,0,F,78,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,78,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,79,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,79,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,79,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,79,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,79,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,79,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,79,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,79,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,79,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,79,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,79,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,79,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,79,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,79,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,79,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,79,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,79,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,79,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,79,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,79,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,79,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,79,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,79,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,79,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,79,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,79,spec_linear,quit
Historical,1375,NA,NA,0,0,M,79,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,79,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,79,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,79,spec_linear,quit
Historical,1375,NA,NA,0,0,F,79,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,79,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,80,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,80,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,80,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,80,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,80,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,80,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,80,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,80,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,80,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,80,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,80,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,80,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,80,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,80,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,80,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,80,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,80,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,80,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,80,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,80,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,80,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,80,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,80,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,80,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,80,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,80,spec_linear,quit
Historical,1375,NA,NA,0,0,M,80,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,80,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,80,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,80,spec_linear,quit
Historical,1375,NA,NA,0,0,F,80,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,80,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,81,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,81,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,81,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,81,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,81,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,81,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,81,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,81,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,81,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,81,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,81,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,81,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,81,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,81,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,81,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,81,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,81,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,81,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,81,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,81,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,81,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,81,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,81,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,81,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,81,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,81,spec_linear,quit
Historical,1375,NA,NA,0,0,M,81,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,81,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,81,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,81,spec_linear,quit
Historical,1375,NA,NA,0,0,F,81,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,81,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,82,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,82,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,82,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,82,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,82,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,82,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,82,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,82,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,82,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,82,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,82,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,82,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,82,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,82,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,82,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,82,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,82,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,82,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,82,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,82,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,82,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,82,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,82,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,82,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,82,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,82,spec_linear,quit
Historical,1375,NA,NA,0,0,M,82,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,82,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,82,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,82,spec_linear,quit
Historical,1375,NA,NA,0,0,F,82,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,82,spec_linear,quit
